,Unnamed: 0,link,title,abstract,authors,keywords,fuente,categoria,key,categoria1,categoria2
237,237,http://dialog.proquest.com/professional/docview/596739679?accountid=173210,"Morphology, distribution and its significance of intrahepatic HBV DNA in liver disease: a study by in situ hybridization","A biotin-labeled DNA probe specific for hepatitis B virus (HBV) nucleotide sequences was hybridized in situ to liver tissue of 129 cases with liver disease. It was found that HBV DNA was predominantly visualized in cytoplasm of hepatocytes in three patterns: cytoplasmic compact, discrete and inclusion pattern. Its distribution in parenchyma in the sections of specimens may be defined as lobular, focal and spotty. The detection of intrahepatic HBV DNA depended on two factors, at least in the present study: 1) liver disease activity; chronic active hepatitis (CAH) group had a significant higher prevalence (81%) as compared to cirrhosis, chronic lobular hepatitis (CLH), acute hepatitis and hepatocellular carcinoma (HCC) groups; 2) HBV infection state: HBV DNA was more easily detected in HBeAg positive or intrahepatic HBcAg positive patients than in single HBsAg positive or anti-HBc cases. The findings that hepatocytes expressing HBV DNA, particularly in focal distribution, were closely related to hepatic necrosis sites suggested that HBV replication might occur in conjunction with hepatic necrosis.","['Zhang, Y Y', 'Yan, P', 'Seng, H Q', 'Li, L', 'Hao, L J']","['DNA Replication', 'DNA, Viral', 'Hepatitis B', 'Hepatitis B', 'Hepatitis B Antibodies', 'Hepatitis B e Antigens', 'Hepatitis B virus', 'Hepatitis, Chronic', 'Hepatitis, Chronic', 'Humans', 'Liver Diseases', 'Nucleic Acid Hybridization']",ProQuest,"['data grid', 'peer-to-peer', 'fault tolerance', 'security of data', 'signal detection', 'malwares', 'malicious codes', 'replication strategies', 'computer viruses', 'detection algorithm', 'intrusion detection']",liver carcinoma in situ,"['distribution', 'significance', 'intrahepatic', 'liver', 'disease', 'study', 'situ', 'hybridization']","['biotin', 'DNA', 'probe', 'specific', 'hepatitis', 'nucleotide', 'sequences', 'situ', 'tissue', 'cases', 'liver', 'disease', 'cytoplasm', 'hepatocytes', 'patterns', 'cytoplasmic', 'compact', 'discrete', 'inclusion', 'pattern', 'distribution', 'parenchyma', 'sections', 'specimens', 'lobular', 'focal', 'spotty', 'detection', 'intrahepatic', 'factors', 'least', 'present', 'study', 'liver', 'disease', 'activity', 'chronic', 'active', 'hepatitis', 'group', 'significant', 'higher', 'prevalence', '%', 'cirrhosis', 'chronic', 'lobular', 'acute', 'hepatitis', 'hepatocellular', 'carcinoma', 'groups', 'infection', 'state', 'positive', 'intrahepatic', 'positive', 'patients', 'single', 'positive', 'anti', '-', 'HBc', 'cases', 'findings', 'focal', 'distribution', 'related', 'hepatic', 'necrosis', 'sites', 'replication', 'conjunction', 'hepatic', 'necrosis']"
238,238,http://dialog.proquest.com/professional/docview/596801721?accountid=173210,Surgery of benign liver tumors,"The most frequent benign liver tumors are hemangioma, focal nodular hyperplasia (FNH) and adenoma. It is essential for the diagnosis to differentiate these lesions from malignant tumors. While sonography, bolus-CT scan, chole-/bloodpool scintigraphy usually yield a safe diagnosis of hemangioma or FNH, adenomas do not show characteristic features. Operation is indicated for hemangioma of FNH only in case of tumor growth and/or symptoms. Operation for adenoma is as a rule indicated because of possible malignant transformation or uncertain differentiation from malignoma. Operative procedures include anatomical/atypical liver resection, ex situ resection or liver transplantation.","['Ringe, B', 'Mauz, S', 'Barg-Hock, H', 'Kotzerke, J', 'Pichlmayr, R']","['Adolescent', 'Adult', 'Carcinoma, Hepatocellular', 'Diagnosis, Differential', 'Female', 'Hemangioma, Cavernous', 'Hepatectomy', 'Humans', 'Hyperplasia', 'Liver', 'Liver Neoplasms', 'Male', 'Middle Aged', 'Precancerous Conditions']",ProQuest,"['medical images', 'multidetector computed tomography', 'computerized tomography', 'feature space', 'rule base', 'classification methods', 'knowledge based systems', 'ct image', 'fuzzy inference', 'pattern recognition', 'image quality', 'image segmentation']",liver carcinoma in situ,"['Surgery', 'benign', 'liver', 'tumors']","['frequent', 'benign', 'liver', 'tumors', 'hemangioma', 'focal', 'nodular', 'hyperplasia', 'adenoma', 'essential', 'diagnosis', 'lesions', 'malignant', 'tumors', 'sonography', 'bolus', 'CT', 'scan', 'chole-/bloodpool', 'scintigraphy', 'safe', 'diagnosis', 'hemangioma', 'FNH', 'adenomas', 'characteristic', 'features', 'Operation', 'hemangioma', 'case', 'tumor', 'growth', 'symptoms', 'Operation', 'adenoma', 'rule', 'possible', 'malignant', 'transformation', 'uncertain', 'differentiation', 'malignoma', 'Operative', 'procedures', 'anatomical', 'atypical', 'liver', 'resection', 'situ', 'resection', 'liver', 'transplantation']"
239,239,http://dialog.proquest.com/professional/docview/595887857?accountid=173210,"Human M2-type pyruvate kinase: cDNA cloning, chromosomal assignment and expression in hepatoma","Two overlapping clones, covering the entire coding sequence of human M2-type pyruvate kinase (PK) cDNA, were isolated and sequenced. Nucleotide sequencing results showed that they contained the 109-bp 5'-untranslated region, the 1593-bp coding region and the 585-bp 3'-untranslated region. Nucleotide sequence homology was 90% and 69% with rat M2-type and L-type PK cDNA, respectively. In situ hybridization using the human M2-type PK cDNA probe disclosed that the gene for M2-type PK is located at band q22 on chromosome 15. Northern blot analysis with RNA from human hepatoma demonstrated that M2-type PK was predominantly expressed in hepatoma cells, whereas L-type PK was preferentially expressed in the non-tumor portion of the liver.","['Tani, K', 'Yoshida, M C', 'Satoh, H', 'Mitamura, K', 'Noguchi, T', 'Tanaka, T', 'Fujii, H', 'Miwa, S']","['Amino Acid Sequence', 'Base Sequence', 'Blotting, Southern', 'Carcinoma, Hepatocellular', 'Carcinoma, Hepatocellular', 'Chromosome Mapping', 'Chromosomes, Human, Pair 15', 'Cloning, Molecular', 'DNA, Recombinant', 'Genes', 'Humans', 'Isoenzymes', 'Liver Neoplasms', 'Liver Neoplasms', 'Molecular Sequence Data', 'Nucleic Acid Hybridization', 'Pyruvate Kinase', 'Restriction Mapping']",ProQuest,"['assignment problems', 'image coding', 'crossover operator', 'frequency bands', 'genetic operators', 'evolutionary algorithms', 'coding scheme', 'combinatorial optimization', 'antennas', 'network coding']",liver carcinoma in situ,"['Human', 'M2-type', 'kinase', 'cDNA', 'chromosomal', 'assignment', 'expression', 'hepatoma']","['clones', 'entire', 'coding', 'sequence', 'human', 'M2-type', 'pyruvate', 'Nucleotide', 'sequencing', 'results', 'region', 'region', 'region', 'Nucleotide', 'sequence', 'homology', '%', '%', 'rat', 'M2-type', 'L', 'type', 'situ', 'hybridization', 'human', 'M2-type', 'probe', 'gene', 'M2-type', 'band', 'q22', 'chromosome', 'Northern', 'blot', 'analysis', 'human', 'hepatoma', 'M2-type', 'hepatoma', 'cells', 'L', 'type', 'non', '-', 'tumor', 'portion', 'liver']"
240,240,http://dialog.proquest.com/professional/docview/595701733?accountid=173210,Regional mapping to 4q32.1 by in situ hybridization of a DNA domain rearranged in human liver cancer,"Recently, a unique cellular DNA segment, representing the normal allele counterpart of hepatitis B virus integration site, has been isolated. It has allowed the identification of a cellular domain in which rearrangements occur in approximately 10% of primary liver tumours. We here report on the assignment of this probe, D4S112, by in situ hybridization to band 4q32.1.","['Blanquet, V', 'Garreau, F', 'Chenivesse, X', 'Brechot, C', 'Turleau, C']","['Carcinoma, Hepatocellular', 'Carcinoma, Hepatocellular', 'Cells, Cultured', 'Chromosome Banding', 'Chromosome Mapping', 'Chromosomes, Human, Pair 4', 'DNA, Viral', 'Gene Rearrangement', 'Hepatitis B virus', 'Humans', 'Karyotyping', 'Liver Neoplasms', 'Liver Neoplasms', 'Nucleic Acid Hybridization', 'Recombination, Genetic']",ProQuest,"['cellular telephone systems', 'assignment problems', 'wireless', 'cellular radio systems', 'security of data', 'genetic operators', 'malwares', 'malicious codes', 'evolutionary algorithms', 'cellular network', 'channel capacity', 'combinatorial optimization', 'cellular system', 'computer viruses', 'cellular', 'intrusion detection']",liver carcinoma in situ,"['Regional', 'mapping', 'situ', 'hybridization', 'DNA', 'domain', 'human', 'liver', 'cancer']","['unique', 'cellular', 'DNA', 'segment', 'normal', 'allele', 'counterpart', 'virus', 'integration', 'site', 'identification', 'cellular', 'domain', 'rearrangements', '%', 'primary', 'liver', 'tumours', 'assignment', 'probe', 'situ', 'hybridization']"
241,241,http://dialog.proquest.com/professional/docview/595531597?accountid=173210,Isolation and analysis of hepatoma nuclear proteins using monoclonal antibodies,"Monoclonal antibodies were prepared to nuclear nonhistone proteins from a 2-aminoacetyl fluorine-induced transplantable rat hepatocellular carcinoma. These antibodies recognized a total of six distinct antigens as revealed by molecular weight analysis. Studies of antigen specificity with respect to various tissues, tumors, cultured cells, and oncodevelopmental stages indicated that these nuclear species could be divided into two categories. Four antigens were classified as tumor related since they were significantly enriched in tumor tissue as compared to tissues of the normal adult rat. The remaining two antigens were detected only in tumors and transformed cells; one, only in certain hepatomas. Thus, these antigens were classified as tumor specific. As an initial step toward elucidating the function of these proteins, each antigen was isolated by immunoaffinity chromatography, radioiodinated in situ, and analyzed for the ability to bind DNA. Three antigens were positive for DNA binding, and one of these was selectively released from tumor nuclei with the transcriptionally active chromatin upon digestion with micrococcal nuclease. The implications of these results for the possible functional contribution of the six tumor antigens to transformation is discussed.","['Babin, J K', 'Anderson, J N']","['2-Acetylaminofluorene', 'Animals', 'Antibodies, Monoclonal', 'Antigens, Neoplasm', 'Chromatography, Affinity', 'Chromosomal Proteins, Non-Histone', 'Liver Neoplasms, Experimental', 'Liver Neoplasms, Experimental', 'Mice', 'Mice, Inbred BALB C', 'Nuclear Proteins', 'Rats', 'Rats, Inbred F344']",ProQuest,"['mathematics', 'correlation analysis']",liver carcinoma in situ,"['Isolation', 'analysis', 'hepatoma', 'nuclear', 'proteins', 'monoclonal', 'antibodies']","['Monoclonal', 'antibodies', 'prepared', 'nuclear', 'nonhistone', 'proteins', 'fluorine', 'transplantable', 'rat', 'hepatocellular', 'carcinoma', 'antibodies', 'total', 'distinct', 'antigens', 'molecular', 'weight', 'analysis', 'Studies', 'antigen', 'specificity', 'respect', 'various', 'tissues', 'tumors', 'cultured', 'cells', 'oncodevelopmental', 'stages', 'nuclear', 'species', 'categories', 'antigens', 'tumor', 'tumor', 'tissue', 'tissues', 'normal', 'adult', 'rat', 'antigens', 'tumors', 'cells', 'certain', 'hepatomas', 'antigens', 'tumor', 'specific', 'initial', 'step', 'function', 'proteins', 'antigen', 'immunoaffinity', 'chromatography', 'situ', 'ability', 'antigens', 'positive', 'DNA', 'binding', 'tumor', 'nuclei', 'active', 'chromatin', 'digestion', 'micrococcal', 'nuclease', 'implications', 'results', 'possible', 'functional', 'contribution', 'tumor', 'transformation']"
242,242,http://dialog.proquest.com/professional/docview/595569761?accountid=173210,Assignment of the human hap retinoic acid receptor RAR beta gene to the p24 band of chromosome 3,The human hap retinoic acid receptor RAR beta has been localized by in situ hybridization to the p24 band of chromosome 3.,"['Mattei, M G', 'de Thé, H', 'Mattei, J F', 'Marchio, A', 'Tiollais, P', 'Dejean, A']","['Carcinoma, Hepatocellular', 'Carrier Proteins', 'Chromosome Banding', 'Chromosome Mapping', 'Chromosomes, Human, Pair 3', 'DNA', 'Genetic Markers', 'Hepatitis B virus', 'Humans', 'Karyotyping', 'Liver Neoplasms', 'Multigene Family', 'Nucleic Acid Hybridization', 'Receptors, Retinoic Acid', 'Tretinoin']",ProQuest,"['assignment problems', 'crossover operator', 'frequency bands', 'security of data', 'genetic operators', 'evolutionary algorithms', 'antennas', 'combinatorial optimization', 'computer viruses']",liver carcinoma in situ,"['Assignment', 'human', 'hap', 'retinoic', 'acid', 'receptor', 'RAR', 'beta', 'gene', 'p24', 'band', 'chromosome']","['human', 'hap', 'retinoic', 'acid', 'receptor', 'RAR', 'beta', 'situ', 'hybridization', 'p24', 'band', 'chromosome']"
243,243,http://dialog.proquest.com/professional/docview/595507987?accountid=173210,Analysis of alpha-fetoprotein gene expression in hepatocellular carcinoma and liver cirrhosis by in situ hybridization,The expression of the alpha-fetoprotein (AFP) gene in hepatocellular carcinoma (HCC) and liver cirrhosis by in situ hybridization analysis of AFP mRNA in cryostat and paraffin-embedded tissue sections was studied. In HCC sections the majority of tumor cells showed positive hybridization with a 3H-labeled AFP complementary DNA probe. The number of radioactive hybrid grains detected in HCC sections generally paralleled the level of serum AFP in the patient. In liver cirrhosis sections a small number of cells showed positive hybridization. These cells were dispersed in the tissue and morphologically indistinguishable from surrounding hepatocytes. Each of these cells contained a high level of hybridization signals to permit easy identification. In situ hybridization analysis of AFP mRNA may be of use in detecting preneoplastic cells in liver cirrhosis that cannot be defined on the morphologic and immunohistochemical basis.,"['Otsuru, A', 'Nagataki, S', 'Koji, T', 'Tamaoki, T']","['Carcinoma, Hepatocellular', 'Humans', 'Immunoenzyme Techniques', 'Liver Cirrhosis', 'Liver Neoplasms', 'Nucleic Acid Hybridization', 'Precancerous Conditions', 'RNA, Messenger', 'alpha-Fetoproteins', 'alpha-Fetoproteins']",ProQuest,"['carbides', 'cutting tools', 'digital signal processors', 'correlation analysis', 'optimization problems', 'mathematics', 'digital signals']",liver carcinoma in situ,"['Analysis', 'alpha', 'fetoprotein', 'gene', 'expression', 'hepatocellular', 'carcinoma', 'liver', 'cirrhosis', 'situ', 'hybridization']","['expression', 'alpha', 'fetoprotein', 'gene', 'hepatocellular', 'carcinoma', 'liver', 'cirrhosis', 'situ', 'hybridization', 'analysis', 'cryostat', 'paraffin', 'tissue', 'sections', 'sections', 'majority', 'tumor', 'cells', 'positive', 'hybridization', '3H', 'complementary', 'DNA', 'probe', 'number', 'radioactive', 'hybrid', 'grains', 'sections', 'level', 'serum', 'patient', 'liver', 'cirrhosis', 'sections', 'small', 'number', 'cells', 'positive', 'hybridization', 'cells', 'tissue', 'indistinguishable', 'hepatocytes', 'cells', 'high', 'level', 'hybridization', 'signals', 'easy', 'identification', 'situ', 'hybridization', 'analysis', 'use', 'preneoplastic', 'cells', 'liver', 'cirrhosis', 'morphologic', 'immunohistochemical', 'basis']"
244,244,http://dialog.proquest.com/professional/docview/595530370?accountid=173210,A lack of direct role of hepatitis B virus in the activation of ras and c-myc oncogenes in human hepatocellular carcinogenesis,"This study was performed to determine the relationship of the activation of ras and c-myc oncogenes in human hepatocellular carcinoma to the hepatitis B virus gene expression or the presence of hepatitis B virus DNA/RNA at the cellular level. This was done using immunocytochemical analysis with two different antibodies on serial sections. In addition, immunocytochemical assay for the detection of ras p21 or c-myc protein was performed in combination with in situ hybridization for hepatitis B virus DNA/RNA using 35S-labeled hepatitis B virus DNA as a probe. Investigation of a total of 14 paired human hepatocellular carcinoma and adjacent nontumorous hepatic tissues revealed enhanced expression of ras p21 in one human hepatocellular carcinoma whereas c-myc protein was found in one paired human hepatocellular carcinoma and nontumorous tissue of the same patient. Only a small proportion of human hepatocellular carcinoma cells or hepatocytes among a large number of cells on a given section showed enhanced expression, and the distribution of the oncogene product-expressing cells was focal. However, the cells overexpressing these oncogenes did not show hepatitis B surface antigen in the serial sections. Furthermore, the combined immunocytochemical and in situ hybridization assays revealed that human hepatocellular carcinoma cells overexpressing ras p21 did not show hepatitis B virus DNA/RNA, whereas some human hepatocellular carcinoma cells and nontumorous hepatocytes located away from the foci of oncogene-expressing cells gave positive signals. These findings suggest that continued expression of HBsAg or the presence of hepatitis B virus DNA/RNA in a given human hepatocellular carcinoma cell id not necessary for enhanced expression of ras or c-myc proteins.(ABSTRACT TRUNCATED AT 250 WORDS)","['Lee, H S', 'Rajagopalan, M S', 'Vyas, G N']","['Carcinoma, Hepatocellular', 'Carcinoma, Hepatocellular', 'Carcinoma, Hepatocellular', 'DNA, Viral', 'DNA, Viral', 'Gene Amplification', 'Gene Expression Regulation', 'Genes, ras', 'Hepatitis B Surface Antigens', 'Hepatitis B Surface Antigens', 'Hepatitis B virus', 'Hepatitis B virus', 'Humans', 'Immunohistochemistry', 'Liver', 'Liver Neoplasms', 'Liver Neoplasms', 'Liver Neoplasms', 'Nucleic Acid Hybridization', 'Oncogene Proteins, Viral', 'Oncogenes', 'RNA, Viral', 'RNA, Viral']",ProQuest,"['cellular telephone systems', 'intrusion detection', 'wireless', 'detection algorithm', 'cellular radio systems', 'security of data', 'malwares', 'channel capacity', 'malicious codes', 'cellular network', 'cellular system', 'computer viruses', 'cellular', 'signal detection']",liver carcinoma in situ,"['lack', 'direct', 'role', 'virus', 'activation', 'ras', 'c', 'myc', 'oncogenes', 'human', 'hepatocellular', 'carcinogenesis']","['study', 'relationship', 'activation', 'ras', 'c', 'myc', 'oncogenes', 'human', 'hepatocellular', 'carcinoma', 'virus', 'gene', 'expression', 'presence', 'virus', 'cellular', 'level', 'immunocytochemical', 'analysis', 'different', 'antibodies', 'serial', 'sections', 'addition', 'immunocytochemical', 'assay', 'detection', 'ras', 'p21', 'c', 'myc', 'protein', 'combination', 'situ', 'hybridization', 'virus', 'hepatitis', 'virus', 'DNA', 'probe', 'Investigation', 'total', 'human', 'hepatocellular', 'carcinoma', 'adjacent', 'nontumorous', 'hepatic', 'tissues', 'expression', 'ras', 'p21', 'human', 'hepatocellular', 'carcinoma', 'c', 'myc', 'protein', 'human', 'hepatocellular', 'carcinoma', 'nontumorous', 'tissue', 'same', 'patient', 'small', 'proportion', 'human', 'hepatocellular', 'carcinoma', 'cells', 'hepatocytes', 'large', 'number', 'cells', 'section', 'expression', 'distribution', 'oncogene', 'product', 'cells', 'focal', 'cells', 'oncogenes', 'hepatitis', 'surface', 'antigen', 'serial', 'sections', 'immunocytochemical', 'situ', 'hybridization', 'assays', 'human', 'hepatocellular', 'carcinoma', 'cells', 'ras', 'p21', 'virus', 'human', 'hepatocellular', 'carcinoma', 'cells', 'nontumorous', 'hepatocytes', 'foci', 'oncogene', 'cells', 'positive', 'signals', 'findings', 'expression', 'presence', 'virus', 'RNA', 'human', 'hepatocellular', 'carcinoma', 'cell', 'necessary', 'expression', 'ras', 'c', 'myc', 'proteins.(ABSTRACT', 'WORDS']"
245,245,http://dialog.proquest.com/professional/docview/595317089?accountid=173210,Relationship of intrahepatic bile duct hyperplasia to cholangiocellular carcinoma,"To investigate the relationship between intrahepatic bile duct hyperplasia and cholangiocellular carcinoma, 27 patients with cholangiocellular carcinoma (including biliary cystadenocarcinoma) and 303 controls were histologically examined. Livers with cholangiocellular carcinoma were closely associated with hyperplasia (100%), atypical hyperplasia (77.8%), and carcinoma in situ (51.9%). Transition from hyperplasia to atypical hyperplasia, and from atypical hyperplasia to carcinoma, was often observed. In the controls, hyperplasia was frequent in those older than 30 years of age, whereas carcinoma was frequent in patients from 50 to 80 years of age. Of the intrahepatic bile ducts examined, the large duct showed the highest incidence of hyperplasia, atypical hyperplasia, and carcinoma in situ. All 27 cases of cholangiocellular carcinoma originated in, or near, the hilus of the liver. These findings suggest that cholangiocellular carcinoma frequently develops from bile duct hyperplasia.","['Kurashina, M', 'Kozuka, S', 'Nakasima, N', 'Hirabayasi, N', 'Ito, M']","['Adenoma, Bile Duct', 'Adenoma, Bile Duct', 'Adult', 'Age Factors', 'Aged', 'Aged, 80 and over', 'Bile Duct Neoplasms', 'Bile Duct Neoplasms', 'Bile Ducts, Intrahepatic', 'Carcinoma in Situ', 'Humans', 'Hyperplasia', 'Japan', 'Middle Aged', 'Precancerous Conditions', 'Sex Factors']",ProQuest,[],liver carcinoma in situ,"['Relationship', 'intrahepatic', 'bile', 'duct', 'hyperplasia', 'cholangiocellular', 'carcinoma']","['relationship', 'intrahepatic', 'bile', 'duct', 'hyperplasia', 'cholangiocellular', 'carcinoma', 'patients', 'cholangiocellular', 'carcinoma', 'biliary', 'cystadenocarcinoma', 'controls', 'Livers', 'cholangiocellular', 'carcinoma', 'hyperplasia', '%', 'atypical', 'hyperplasia', '%', 'carcinoma', 'situ', '%', 'Transition', 'hyperplasia', 'atypical', 'hyperplasia', 'atypical', 'hyperplasia', 'carcinoma', 'controls', 'hyperplasia', 'frequent', 'older', 'years', 'age', 'carcinoma', 'frequent', 'patients', 'years', 'age', 'intrahepatic', 'bile', 'ducts', 'large', 'duct', 'highest', 'incidence', 'hyperplasia', 'atypical', 'hyperplasia', 'carcinoma', 'situ', 'cases', 'cholangiocellular', 'carcinoma', 'hilus', 'liver', 'findings', 'cholangiocellular', 'carcinoma', 'bile', 'duct', 'hyperplasia']"
246,246,http://dialog.proquest.com/professional/docview/595332848?accountid=173210,Dietary vitamin A and the risk of intraepithelial and invasive cervical neoplasia,"The risk of invasive and intraepithelial cervical neoplasia in relation to the frequency of intake of the major sources of preformed vitamin A (retinol) and beta-carotene in the Italian diet was analyzed in a study of 392 cases of invasive cancer compared with 392 age-matched controls hospitalized for acute conditions unrelated to any of the established or suspected risk factors for cervical cancer, and of 247 cases of cervical intraepithelial neoplasia compared with 247 controls found to have normal smears at the same screening clinics where cases had been identified. Women with invasive cancer consumed milk, green vegetables, and carrots less frequently, but no significant relation was noted for meat or liver. Consequently, estimated beta-carotene, but not retinol, intake was inversely and strongly related to the risk of invasive cervical cancer. Compared with women whose intake was over 150,000 international units (IU) per month, the relative risks were 3.0 for 100 to 149,999 and 4.7 for less than 100,000 IU. It was not possible to show that these relationships were incidental, since allowance for several identified potential distorting factors, including indicators of social status and the major risk factors for cervical cancer, did not materially modify the risk estimates. In contrast, no association emerged between any of the food items and vitamin A estimates considered and intraepithelial neoplasia. Thus, the results of this study can be interpreted in one of two ways: either some residual uncontrolled bias was responsible for the strong dietary correlates of invasive cervical cancer risk or beta-carotene (or any other correlate of a vegetable-rich diet) has effect on one of the later stages of the process of carcinogenesis, thus influencing the risk of invasive carcinoma but not of its precursors.","['La Vecchia, C', 'Decarli, A', 'Fasoli, M', 'Parazzini, F', 'Franceschi, S', 'Gentile, A', 'Negri, E']","['Adolescent', 'Adult', 'Age Factors', 'Aged', 'Carcinoma in Situ', 'Carcinoma in Situ', 'Carotenoids', 'Carotenoids', 'Diet', 'Diet Surveys', 'Female', 'Humans', 'Italy', 'Middle Aged', 'Risk Factors', 'Socioeconomic Factors', 'Uterine Cervical Neoplasms', 'Uterine Cervical Neoplasms', 'Vitamin A', 'Vitamin A Deficiency', 'beta Carotene']",ProQuest,"['estimation method', 'socioeconomic status', 'numerical model', 'variable frequency oscillators', 'bandwidth', 'social aspect', 'frequencies', 'output frequency', 'sociology']",liver carcinoma in situ,"['Dietary', 'vitamin', 'A', 'risk', 'intraepithelial', 'invasive', 'cervical', 'neoplasia']","['risk', 'invasive', 'intraepithelial', 'cervical', 'neoplasia', 'relation', 'frequency', 'intake', 'major', 'sources', 'vitamin', 'A', 'retinol', 'beta', 'carotene', 'Italian', 'diet', 'study', 'cases', 'invasive', 'cancer', 'age', 'controls', 'acute', 'conditions', 'unrelated', 'risk', 'factors', 'cervical', 'cancer', 'cases', 'cervical', 'intraepithelial', 'neoplasia', 'controls', 'normal', 'smears', 'same', 'screening', 'clinics', 'cases', 'Women', 'invasive', 'cancer', 'milk', 'green', 'vegetables', 'carrots', 'significant', 'relation', 'meat', 'liver', 'beta', 'carotene', 'retinol', 'intake', 'risk', 'invasive', 'cervical', 'cancer', 'women', 'intake', 'international', 'units', 'month', 'relative', 'risks', 'less', 'IU', 'possible', 'relationships', 'incidental', 'allowance', 'several', 'potential', 'factors', 'indicators', 'social', 'status', 'major', 'risk', 'factors', 'cervical', 'cancer', 'risk', 'estimates', 'contrast', 'association', 'food', 'items', 'vitamin', 'estimates', 'intraepithelial', 'neoplasia', 'results', 'study', 'ways', 'residual', 'uncontrolled', 'bias', 'responsible', 'strong', 'dietary', 'correlates', 'invasive', 'cervical', 'cancer', 'risk', 'beta', 'carotene', 'other', 'correlate', 'vegetable', 'rich', 'diet', 'effect', 'later', 'stages', 'process', 'carcinogenesis', 'risk', 'invasive', 'carcinoma', 'precursors']"
247,247,http://dialog.proquest.com/professional/docview/595612931?accountid=173210,Regional localization of the LCA oncogene to human chromosome region 2q14----q21,"A novel human oncogene, LCA, was assigned to region 2q14----q21 by in situ molecular hybridization. The present regional mapping substantiates the previous assignment that was performed by Southern blot analyses of DNAs from flow-sorted human chromosomes and human-mouse somatic cell hybrids.","['Tokino, T', 'Satoh, H', 'Yoshida, M C', 'Ochiya, T', 'Matsubara, K']","['Carcinoma, Hepatocellular', 'Chromosome Banding', 'Chromosome Mapping', 'Chromosomes, Human, Pair 2', 'DNA', 'DNA Probes', 'Humans', 'Karyotyping', 'Liver Neoplasms', 'Nucleic Acid Hybridization', 'Oncogenes']",ProQuest,"['target tracking', 'wireless sensor networks', 'crossover operator', 'localization technique', 'genetic operators', 'localization algorithm', 'evolutionary algorithms', 'sensor networks', 'target localization']",liver carcinoma in situ,"['Regional', 'localization', 'oncogene', 'human', 'chromosome', 'region', '---q21']","['novel', 'human', 'oncogene', 'region', 'situ', 'molecular', 'hybridization', 'present', 'regional', 'mapping', 'previous', 'assignment', 'Southern', 'blot', 'analyses', 'DNAs', 'flow', 'human', 'chromosomes', 'human', 'mouse', 'somatic', 'cell', 'hybrids']"
248,248,http://dialog.proquest.com/professional/docview/595856346?accountid=173210,Achievements of tumor surgery in tumors of the liver and bile ducts,"Tumor surgery in this field is no longer such a high risk as previously. Prolonged survival can be achieved by resection of hepatocellular carcinomas in non-cirrhotic livers (3-year survival 58%, n = 54 patients) and for colorectal liver metastases (3-year survival 44%, n = 124 patients). But surgery is rarely successful for the most frequent type of liver malignancy, the hepatocellular carcinoma in cirrhosis. Central bile duct carcinomas are now resected more frequently than in the past. Liver grafting seems indicated in special cases of liver and bile duct tumors. The future developments of operating on the in situ-perfused liver was discussed and the first operation on an ex situ-liver was demonstrated.","['Pichlmayr, R']","['Bile Duct Neoplasms', 'Gallbladder Neoplasms', 'Hepatectomy', 'Humans', 'Liver Neoplasms', 'Liver Neoplasms', 'Postoperative Complications', 'Prognosis']",ProQuest,"['kaplan-meiers estimate', 'polynomial approximation', 'approximation algorithms', 'fully polynomial time approximation schemes', 'proportional hazards models']",liver carcinoma in situ,"['Achievements', 'tumor', 'surgery', 'tumors', 'liver', 'bile', 'ducts']","['Tumor', 'surgery', 'field', 'high', 'risk', 'Prolonged', 'survival', 'resection', 'hepatocellular', 'carcinomas', 'non', '-', 'cirrhotic', 'livers', 'survival', '%', 'patients', 'colorectal', 'liver', 'metastases', 'survival', '%', 'patients', 'surgery', 'successful', 'frequent', 'type', 'liver', 'malignancy', 'hepatocellular', 'carcinoma', 'cirrhosis', 'Central', 'bile', 'duct', 'carcinomas', 'past', 'Liver', 'grafting', 'special', 'cases', 'liver', 'bile', 'duct', 'tumors', 'future', 'developments', 'situ', 'liver', 'first', 'operation', 'ex', 'situ', 'liver']"
